                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    468,                0.81929,                0.62187,                  1.048,                0.76282,                0.65974,                0.69025,                0.36261,                 1.7367,                0.96412,                 1.7418,              0.0053866,              0.0053866,              0.0053866
                    469,                0.82929,                0.62107,                 1.0572,                0.76399,                0.65891,                0.69053,                0.36392,                 1.7361,                0.96193,                 1.7409,              0.0053767,              0.0053767,              0.0053767
                    470,                0.82478,                0.62359,                 1.0598,                0.76413,                 0.6605,                0.68959,                 0.3638,                 1.7371,                0.95983,                 1.7421,              0.0053668,              0.0053668,              0.0053668
                    471,                0.83254,                0.61546,                 1.0544,                0.76266,                0.66061,                0.68763,                0.36302,                 1.7372,                0.95936,                 1.7426,              0.0053569,              0.0053569,              0.0053569
                    472,                0.82567,                0.62301,                 1.0504,                  0.768,                0.66013,                0.68816,                 0.3626,                 1.7388,                0.95639,                  1.743,               0.005347,               0.005347,               0.005347
                    473,                0.82434,                0.61275,                 1.0565,                0.76226,                0.66119,                0.68929,                0.36236,                 1.7381,                0.95422,                 1.7426,              0.0053371,              0.0053371,              0.0053371
                    474,                0.81424,                0.60398,                 1.0482,                0.70368,                0.71415,                0.68851,                0.36308,                 1.7376,                0.95376,                 1.7432,              0.0053272,              0.0053272,              0.0053272
                    475,                 0.8231,                0.61873,                 1.0536,                0.70324,                0.71674,                0.68837,                0.36312,                 1.7366,                0.95133,                 1.7425,              0.0053173,              0.0053173,              0.0053173
                    476,                0.82802,                0.61442,                 1.0534,                0.70563,                 0.7143,                0.68823,                0.36315,                 1.7369,                0.95067,                 1.7432,              0.0053074,              0.0053074,              0.0053074
                    477,                0.81534,                0.60371,                  1.043,                0.70232,                0.71907,                 0.6887,                0.36295,                 1.7372,                0.94984,                 1.7438,              0.0052975,              0.0052975,              0.0052975
                    478,                0.81633,                0.60312,                 1.0499,                0.70397,                0.71215,                0.68906,                0.36272,                 1.7361,                0.94977,                 1.7437,              0.0052876,              0.0052876,              0.0052876
                    479,                0.81901,                0.61393,                 1.0493,                0.70087,                0.71321,                0.68884,                0.36319,                 1.7374,                0.94879,                 1.7451,              0.0052777,              0.0052777,              0.0052777
                    480,                0.82419,                0.61084,                 1.0505,                  0.704,                0.71241,                0.68869,                0.36228,                 1.7379,                0.94649,                 1.7457,              0.0052678,              0.0052678,              0.0052678
                    481,                0.81932,                0.60979,                 1.0484,                0.71042,                0.70859,                0.68856,                0.36232,                 1.7365,                 0.9454,                 1.7448,              0.0052579,              0.0052579,              0.0052579
                    482,                0.81339,                0.59817,                 1.0449,                0.71463,                0.70646,                0.68805,                0.36238,                 1.7363,                0.94619,                 1.7446,               0.005248,               0.005248,               0.005248
                    483,                0.81429,                0.60004,                 1.0512,                0.70891,                0.70888,                0.68725,                0.36195,                 1.7366,                0.94766,                 1.7455,              0.0052381,              0.0052381,              0.0052381
                    484,                0.81558,                0.60881,                 1.0464,                0.70762,                0.71188,                0.68664,                0.36141,                 1.7367,                0.94893,                  1.745,              0.0052282,              0.0052282,              0.0052282
                    485,                0.80393,                0.60096,                  1.041,                0.70808,                0.70774,                0.68621,                 0.3604,                 1.7365,                0.94963,                  1.746,              0.0052183,              0.0052183,              0.0052183
                    486,                0.82343,                0.62049,                 1.0524,                 0.7104,                0.70876,                0.68595,                0.35951,                 1.7365,                0.94949,                 1.7465,              0.0052084,              0.0052084,              0.0052084
                    487,                0.81478,                0.60868,                 1.0458,                 0.7092,                0.70876,                0.68593,                0.35939,                  1.737,                0.95033,                 1.7462,              0.0051985,              0.0051985,              0.0051985
                    488,                0.81618,                0.60679,                 1.0496,                0.70998,                0.70774,                0.68546,                 0.3592,                 1.7366,                0.94953,                 1.7466,              0.0051886,              0.0051886,              0.0051886
                    489,                0.81338,                0.60435,                 1.0414,                0.71185,                0.70723,                0.68548,                0.35957,                 1.7358,                0.94838,                 1.7465,              0.0051787,              0.0051787,              0.0051787
                    490,                0.80141,                0.59959,                 1.0416,                0.71051,                0.70694,                0.68514,                0.35941,                 1.7355,                0.94574,                 1.7455,              0.0051688,              0.0051688,              0.0051688
                    491,                0.80759,                0.59945,                 1.0448,                0.71013,                0.70606,                0.68471,                 0.3589,                 1.7349,                0.94618,                 1.7449,              0.0051589,              0.0051589,              0.0051589
                    492,                0.81031,                0.60063,                  1.048,                 0.7102,                0.70408,                0.68554,                0.35873,                 1.7347,                0.94431,                  1.745,               0.005149,               0.005149,               0.005149
                    493,                0.80469,                0.60408,                 1.0443,                0.72982,                0.68158,                 0.6848,                  0.359,                 1.7333,                0.94616,                 1.7438,              0.0051391,              0.0051391,              0.0051391
                    494,                0.81599,                0.60073,                 1.0475,                 0.7306,                0.68085,                0.68556,                0.35795,                 1.7333,                0.94646,                 1.7436,              0.0051292,              0.0051292,              0.0051292
                    495,                 0.8042,                0.60018,                 1.0436,                0.73028,                0.68124,                0.68517,                 0.3583,                 1.7335,                0.94799,                 1.7441,              0.0051193,              0.0051193,              0.0051193
                    496,                0.80445,                0.58832,                 1.0378,                0.73518,                0.68107,                0.68565,                0.35833,                 1.7315,                0.94639,                 1.7429,              0.0051094,              0.0051094,              0.0051094
                    497,                0.81661,                0.60895,                 1.0411,                0.73922,                0.68085,                 0.6858,                0.35917,                 1.7316,                0.94545,                 1.7433,              0.0050995,              0.0050995,              0.0050995
                    498,                0.80963,                0.60709,                 1.0475,                0.74094,                0.68061,                0.68536,                0.35926,                 1.7313,                0.94293,                 1.7429,              0.0050896,              0.0050896,              0.0050896
                    499,                0.80807,                0.60353,                 1.0433,                0.74081,                 0.6786,                0.68515,                0.35819,                 1.7317,                 0.9432,                 1.7429,              0.0050797,              0.0050797,              0.0050797
                    500,                0.79853,                0.59619,                 1.0438,                0.73633,                0.67835,                0.68346,                0.35752,                  1.731,                0.94383,                 1.7438,              0.0050698,              0.0050698,              0.0050698
                    501,                0.79538,                0.59679,                  1.043,                0.73439,                0.68139,                0.68325,                0.35797,                 1.7304,                0.94462,                 1.7429,              0.0050599,              0.0050599,              0.0050599
                    502,                0.80139,                0.59941,                 1.0448,                0.73396,                0.68474,                0.68303,                0.35734,                 1.7302,                 0.9446,                 1.7433,                0.00505,                0.00505,                0.00505
                    503,                0.80463,                0.60059,                 1.0439,                0.73137,                0.68654,                0.68283,                0.35767,                 1.7296,                0.94509,                  1.743,              0.0050401,              0.0050401,              0.0050401
                    504,                0.79566,                0.59117,                 1.0358,                0.73056,                0.68619,                0.68208,                0.35738,                 1.7299,                0.94708,                 1.7437,              0.0050302,              0.0050302,              0.0050302
                    505,                0.80129,                0.59037,                 1.0418,                0.73031,                0.68495,                0.68123,                0.35708,                 1.7293,                0.94704,                 1.7438,              0.0050203,              0.0050203,              0.0050203
                    506,                0.80886,                0.60425,                 1.0411,                0.72988,                0.68237,                0.67725,                0.35735,                 1.7292,                0.94796,                 1.7439,              0.0050104,              0.0050104,              0.0050104
                    507,                0.80883,                0.60951,                 1.0485,                0.73416,                0.66904,                0.67698,                0.35859,                 1.7306,                0.94918,                 1.7456,              0.0050005,              0.0050005,              0.0050005
                    508,                0.80271,                0.59215,                 1.0352,                0.73578,                0.67397,                0.67691,                0.35731,                 1.7313,                0.95132,                 1.7464,              0.0049906,              0.0049906,              0.0049906
                    509,                0.80163,                0.59615,                 1.0401,                0.73297,                0.66834,                0.67663,                0.35742,                 1.7325,                0.95157,                 1.7485,              0.0049807,              0.0049807,              0.0049807
                    510,                0.79256,                0.59163,                 1.0347,                0.73049,                0.67081,                0.67742,                0.35753,                 1.7314,                0.95335,                 1.7477,              0.0049708,              0.0049708,              0.0049708
                    511,                0.79416,                0.58588,                 1.0364,                0.73819,                0.66547,                0.67698,                0.35795,                 1.7318,                0.95316,                 1.7476,              0.0049609,              0.0049609,              0.0049609
                    512,                0.79525,                0.58513,                 1.0384,                 0.7431,                0.66097,                0.67724,                0.35799,                  1.732,                0.95568,                 1.7486,               0.004951,               0.004951,               0.004951
                    513,                 0.8063,                 0.5998,                 1.0492,                0.74403,                0.66772,                0.67732,                0.35822,                  1.733,                0.95519,                 1.7499,              0.0049411,              0.0049411,              0.0049411
                    514,                0.79174,                0.59849,                 1.0391,                0.75059,                0.65906,                0.67809,                0.35825,                 1.7328,                0.95303,                 1.7509,              0.0049312,              0.0049312,              0.0049312
                    515,                0.80092,                0.60035,                 1.0362,                0.75683,                0.66315,                0.68197,                0.35888,                  1.733,                0.95097,                 1.7512,              0.0049213,              0.0049213,              0.0049213
                    516,                 0.8012,                0.59498,                 1.0416,                0.74942,                0.66029,                0.68141,                0.35882,                 1.7311,                0.94932,                 1.7496,              0.0049114,              0.0049114,              0.0049114
                    517,                0.79412,                0.57828,                 1.0298,                0.75467,                0.66097,                0.68161,                0.35941,                 1.7308,                0.94823,                 1.7493,              0.0049015,              0.0049015,              0.0049015
                    518,                0.79484,                0.58295,                  1.038,                0.75181,                0.65994,                0.68139,                0.35915,                 1.7304,                0.94771,                 1.7494,              0.0048916,              0.0048916,              0.0048916
                    519,                0.79219,                0.59244,                 1.0354,                0.76478,                0.64712,                0.67673,                0.35738,                 1.7305,                0.94908,                 1.7496,              0.0048817,              0.0048817,              0.0048817
                    520,                0.79308,                0.58962,                 1.0382,                0.76507,                0.64225,                0.67709,                0.35798,                 1.7291,                0.94739,                 1.7486,              0.0048718,              0.0048718,              0.0048718
                    521,                0.79227,                0.58967,                 1.0385,                 0.7419,                0.66093,                 0.6748,                0.35774,                 1.7287,                0.94686,                 1.7486,              0.0048619,              0.0048619,              0.0048619
                    522,                0.79635,                 0.5989,                  1.042,                0.74423,                0.65891,                0.67889,                0.35805,                  1.728,                0.94811,                 1.7485,               0.004852,               0.004852,               0.004852
                    523,                0.79278,                0.59683,                  1.036,                0.74293,                0.66155,                0.67873,                 0.3571,                 1.7296,                0.94856,                 1.7507,              0.0048421,              0.0048421,              0.0048421
                    524,                  0.792,                0.59038,                 1.0387,                0.74698,                0.66452,                0.68172,                0.35764,                 1.7313,                0.94666,                 1.7526,              0.0048322,              0.0048322,              0.0048322
                    525,                0.78932,                0.59326,                 1.0347,                0.74207,                0.67237,                0.68158,                 0.3582,                 1.7298,                0.94694,                 1.7521,              0.0048223,              0.0048223,              0.0048223
                    526,                0.78617,                0.58323,                 1.0273,                0.73842,                0.67409,                0.68141,                0.35738,                 1.7323,                0.94655,                  1.755,              0.0048124,              0.0048124,              0.0048124
                    527,                0.79727,                0.59286,                 1.0359,                0.73544,                0.67646,                0.68207,                0.35782,                 1.7331,                0.94875,                 1.7556,              0.0048025,              0.0048025,              0.0048025
                    528,                 0.7993,                0.59655,                 1.0396,                0.73444,                 0.6767,                0.68013,                0.35788,                 1.7341,                0.94828,                 1.7564,              0.0047926,              0.0047926,              0.0047926
                    529,                0.79133,                0.58048,                 1.0353,                0.73455,                0.67817,                0.68035,                0.35903,                 1.7329,                0.94912,                 1.7559,              0.0047827,              0.0047827,              0.0047827
                    530,                0.78722,                0.57935,                 1.0324,                0.74572,                0.67153,                0.68056,                0.35866,                 1.7326,                 0.9486,                 1.7555,              0.0047728,              0.0047728,              0.0047728
                    531,                0.79284,                0.59972,                 1.0382,                0.74226,                 0.6719,                0.68044,                 0.3592,                 1.7341,                0.94957,                 1.7571,              0.0047629,              0.0047629,              0.0047629
